Pixel 1,Pixel 2,Pixel 3,Pixel 4,Pixel 5,Pixel 6,Pixel 7,Pixel 8,Pixel 9,Pixel 10,Pixel 11,Pixel 12,Pixel 13,Pixel 14,Pixel 15,Sample No.,Serial Time
0.017595307917888565,0.01466275659824047,0.020527859237536656,0.02541544477028348,0.0,0.03128054740957967,0.033235581622678395,0.04594330400782014,0.03714565004887586,0.03812316715542522,0.03812316715542522,0.039100684261974585,0.03812316715542522,0.03714565004887586,0.03812316715542522,0,2024-02-28 18:43:49.165220
0.017595307917888565,0.01466275659824047,0.020527859237536656,0.026392961876832845,0.0,0.03225806451612903,0.03421309872922776,0.0469208211143695,0.03714565004887586,0.03812316715542522,0.039100684261974585,0.039100684261974585,0.039100684261974585,0.03714565004887586,0.039100684261974585,1,2024-02-28 18:43:49.165220
0.017595307917888565,0.01466275659824047,0.020527859237536656,0.026392961876832845,0.0,0.03225806451612903,0.03421309872922776,0.0469208211143695,0.03812316715542522,0.039100684261974585,0.04007820136852395,0.039100684261974585,0.039100684261974585,0.03812316715542522,0.039100684261974585,2,2024-02-28 18:43:49.165220
0.017595307917888565,0.01466275659824047,0.020527859237536656,0.026392961876832845,0.0,0.033235581622678395,0.03519061583577713,0.047898338220918865,0.03812316715542522,0.039100684261974585,0.04007820136852395,0.04105571847507331,0.04007820136852395,0.03812316715542522,0.039100684261974585,3,2024-02-28 18:43:49.180844
0.017595307917888565,0.01466275659824047,0.021505376344086023,0.026392961876832845,0.0,0.033235581622678395,0.03519061583577713,0.04887585532746823,0.039100684261974585,0.04007820136852395,0.04007820136852395,0.04105571847507331,0.04007820136852395,0.039100684261974585,0.04007820136852395,4,2024-02-28 18:43:49.180844
0.017595307917888565,0.015640273704789834,0.021505376344086023,0.02737047898338221,0.0,0.03421309872922776,0.03616813294232649,0.04887585532746823,0.039100684261974585,0.04007820136852395,0.04105571847507331,0.04105571847507331,0.04105571847507331,0.039100684261974585,0.04105571847507331,5,2024-02-28 18:43:49.180844
0.017595307917888565,0.015640273704789834,0.021505376344086023,0.02737047898338221,0.0,0.03421309872922776,0.03616813294232649,0.04985337243401759,0.04007820136852395,0.04105571847507331,0.042033235581622676,0.042033235581622676,0.042033235581622676,0.04007820136852395,0.04105571847507331,6,2024-02-28 18:43:49.196475
0.01857282502443793,0.015640273704789834,0.022482893450635387,0.02737047898338221,0.0,0.03519061583577713,0.03616813294232649,0.05083088954056696,0.04007820136852395,0.042033235581622676,0.043010752688172046,0.043010752688172046,0.042033235581622676,0.04105571847507331,0.042033235581622676,7,2024-02-28 18:43:49.196475
0.01857282502443793,0.015640273704789834,0.022482893450635387,0.028347996089931573,0.0,0.03519061583577713,0.03714565004887586,0.05180840664711633,0.042033235581622676,0.042033235581622676,0.043010752688172046,0.043010752688172046,0.043010752688172046,0.042033235581622676,0.042033235581622676,8,2024-02-28 18:43:49.212095
0.01857282502443793,0.015640273704789834,0.022482893450635387,0.028347996089931573,0.0,0.03616813294232649,0.03812316715542522,0.05180840664711633,0.042033235581622676,0.043010752688172046,0.04398826979472141,0.04398826979472141,0.04398826979472141,0.042033235581622676,0.043010752688172046,9,2024-02-28 18:43:49.212095
0.01857282502443793,0.015640273704789834,0.022482893450635387,0.028347996089931573,0.0,0.03714565004887586,0.039100684261974585,0.053763440860215055,0.043010752688172046,0.04398826979472141,0.044965786901270774,0.044965786901270774,0.044965786901270774,0.043010752688172046,0.04398826979472141,10,2024-02-28 18:43:49.212095
0.019550342130987292,0.015640273704789834,0.02346041055718475,0.02932551319648094,0.0,0.03714565004887586,0.04007820136852395,0.053763440860215055,0.04398826979472141,0.044965786901270774,0.04594330400782014,0.04594330400782014,0.044965786901270774,0.04398826979472141,0.04398826979472141,11,2024-02-28 18:43:49.227723
0.019550342130987292,0.015640273704789834,0.02346041055718475,0.030303030303030304,0.0,0.03812316715542522,0.04105571847507331,0.05474095796676442,0.044965786901270774,0.04594330400782014,0.0469208211143695,0.0469208211143695,0.04594330400782014,0.04398826979472141,0.044965786901270774,12,2024-02-28 18:43:49.227723
0.019550342130987292,0.016617790811339198,0.024437927663734114,0.030303030303030304,0.0,0.039100684261974585,0.04105571847507331,0.05571847507331378,0.04594330400782014,0.0469208211143695,0.047898338220918865,0.047898338220918865,0.0469208211143695,0.044965786901270774,0.04594330400782014,13,2024-02-28 18:43:49.243353
0.019550342130987292,0.016617790811339198,0.024437927663734114,0.03128054740957967,0.0,0.04007820136852395,0.042033235581622676,0.05767350928641251,0.0469208211143695,0.04887585532746823,0.04887585532746823,0.047898338220918865,0.047898338220918865,0.04594330400782014,0.0469208211143695,14,2024-02-28 18:43:49.243353
0.020527859237536656,0.016617790811339198,0.02541544477028348,0.03128054740957967,0.0,0.04105571847507331,0.04398826979472141,0.05865102639296188,0.047898338220918865,0.04887585532746823,0.04985337243401759,0.04985337243401759,0.04887585532746823,0.0469208211143695,0.047898338220918865,15,2024-02-28 18:43:49.243353
0.020527859237536656,0.017595307917888565,0.02541544477028348,0.03225806451612903,0.0,0.042033235581622676,0.04398826979472141,0.06060606060606061,0.04887585532746823,0.05083088954056696,0.05083088954056696,0.05083088954056696,0.04985337243401759,0.047898338220918865,0.047898338220918865,16,2024-02-28 18:43:49.258982
0.020527859237536656,0.017595307917888565,0.02541544477028348,0.033235581622678395,0.0,0.043010752688172046,0.044965786901270774,0.06158357771260997,0.05083088954056696,0.05180840664711633,0.05278592375366569,0.05180840664711633,0.05083088954056696,0.04887585532746823,0.04887585532746823,17,2024-02-28 18:43:49.258982
0.021505376344086023,0.017595307917888565,0.026392961876832845,0.03421309872922776,0.0,0.043010752688172046,0.04594330400782014,0.0635386119257087,0.05278592375366569,0.053763440860215055,0.053763440860215055,0.05278592375366569,0.05278592375366569,0.04985337243401759,0.05083088954056696,18,2024-02-28 18:43:49.258982
0.021505376344086023,0.017595307917888565,0.02737047898338221,0.03421309872922776,0.0,0.044965786901270774,0.0469208211143695,0.06451612903225806,0.053763440860215055,0.05474095796676442,0.05474095796676442,0.05474095796676442,0.053763440860215055,0.05083088954056696,0.05180840664711633,19,2024-02-28 18:43:49.274612
0.022482893450635387,0.01857282502443793,0.02737047898338221,0.03519061583577713,0.0,0.04594330400782014,0.04887585532746823,0.06744868035190615,0.05474095796676442,0.056695992179863146,0.056695992179863146,0.05571847507331378,0.05474095796676442,0.05278592375366569,0.05278592375366569,20,2024-02-28 18:43:49.274612
0.022482893450635387,0.01857282502443793,0.02737047898338221,0.03616813294232649,0.0,0.0469208211143695,0.05083088954056696,0.06842619745845552,0.056695992179863146,0.05767350928641251,0.05865102639296188,0.05767350928641251,0.056695992179863146,0.053763440860215055,0.05278592375366569,21,2024-02-28 18:43:49.290243
0.022482893450635387,0.01857282502443793,0.028347996089931573,0.03714565004887586,0.0,0.047898338220918865,0.05180840664711633,0.07038123167155426,0.05767350928641251,0.059628543499511244,0.059628543499511244,0.059628543499511244,0.05767350928641251,0.05474095796676442,0.05474095796676442,22,2024-02-28 18:43:49.290243
0.022482893450635387,0.01857282502443793,0.028347996089931573,0.03714565004887586,0.0,0.04985337243401759,0.05278592375366569,0.07233626588465299,0.059628543499511244,0.06158357771260997,0.06158357771260997,0.06060606060606061,0.059628543499511244,0.05571847507331378,0.05571847507331378,23,2024-02-28 18:43:49.290243
0.02346041055718475,0.01857282502443793,0.02932551319648094,0.03812316715542522,0.0,0.05083088954056696,0.05474095796676442,0.07429130009775171,0.06158357771260997,0.0635386119257087,0.0635386119257087,0.06256109481915934,0.06158357771260997,0.05767350928641251,0.056695992179863146,24,2024-02-28 18:43:49.305873
